chunk_id,text_preview,source,page,timestamp,is_priority,cluster_id,cluster_label
2990,There may be gains to trade from risk-sharing and long-run returns of security ownership (see O'Hara...,Empirical market structure.pdf,56,2025-04-17 01:44:54,,4,Options & Vol
2991,"SimpleSequentialTradeModel.xls. (c) Joel Hasbrouck, 2004, All rights reserved. $100 with prob. δ = 0...",Empirical market structure.pdf,57,2025-04-17 01:44:54,,4,Options & Vol
2992,"ü Market dynamics over time After the initial trade, the dealer updates his conditional estimate of ...",Empirical market structure.pdf,58,2025-04-17 01:44:54,,4,Options & Vol
2993,"ü Numerical example, continued The second worksheet in the spreadsheet shows what the path of bid, a...",Empirical market structure.pdf,59,2025-04-17 01:44:54,,4,Options & Vol
2994,"original Roll model, the effect of asymmetric information is to break the independence between trade...",Empirical market structure.pdf,60,2025-04-17 01:44:54,,1,Technical Analysis
2995,"failures are extremely costly for the uninformed traders, who are denied the gains from trade (such ...",Empirical market structure.pdf,61,2025-04-17 01:44:54,,1,Technical Analysis
2996,ü Orders of different types The only orders permissible to this point have been marketable ones – or...,Empirical market structure.pdf,62,2025-04-17 01:44:54,,4,Options & Vol
2997,"Alternatively, we can assume that our data are generated by a structural model that incorporates the...",Empirical market structure.pdf,63,2025-04-17 01:44:54,,1,Technical Analysis
2998,"Chapter 6. Strategic trade models of asymmetric information In the sequential trade framework, there...",Empirical market structure.pdf,64,2025-04-17 01:44:54,,4,Options & Vol
2999,"• All of the trades are cleared at p. If there is an imbalance between buyers and sellers, the MM ma...",Empirical market structure.pdf,65,2025-04-17 01:44:54,,4,Options & Vol
3000,(6.a.6) -2 l < 0 ü The market maker's problem The MM conjectures that the informed trader's demand i...,Empirical market structure.pdf,66,2025-04-17 01:44:54,,4,Options & Vol
3001,(6.a.14) m = - a b S0-su2 p0 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ S0 b2+su2 l = b S0 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ...,Empirical market structure.pdf,67,2025-04-17 01:44:54,,6,Macro Risk
3002,"(6.a.20) Varv»y = VarHvL - CovHy, vL2 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ VarHyL = S0 - b2 S0 2 ÅÅÅÅÅÅ...",Empirical market structure.pdf,68,2025-04-17 01:44:54,,4,Options & Vol
3003,(6.b.25) ak = 1 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ 4 lk+1 H1 - ak+1 l...,Empirical market structure.pdf,69,2025-04-17 01:44:54,,4,Options & Vol
3004,Mathematica Program to implement numerical solution ü Numerical example Consider the case with T = 4...,Empirical market structure.pdf,70,2025-04-17 01:44:54,,4,Options & Vol
3005,0.2 0.4 0.6 0.8 1 k 1.5 2 2.5 3 3.5 bk Informed trader's demand coefficient The informed trader trad...,Empirical market structure.pdf,71,2025-04-17 01:44:54,,4,Options & Vol
3006,"ü Autocorrelation in trades We have seen that in the sequential trade models, orders are positively ...",Empirical market structure.pdf,72,2025-04-17 01:44:54,,4,Options & Vol
3007,0.2 0.4 0.6 0.8 1 k 0.6 0.7 0.8 lk Price impact coefficient 6.c Problems based on the single-period ...,Empirical market structure.pdf,73,2025-04-17 01:44:54,,4,Options & Vol
3008,"Answer Problem 6.3 Frontrunning by the informed trader's broker In a securities market, ""front-runni...",Empirical market structure.pdf,74,2025-04-17 01:44:54,,4,Options & Vol
3009,Chapter 7. The generalized Roll model 7.a Overview Following the economic perspectives developed in ...,Empirical market structure.pdf,75,2025-04-17 01:44:54,,4,Options & Vol
3010,This reduces to the usual Roll model when l = 0. The actual trade price is: (7.b.3) pt = mt + c qt A...,Empirical market structure.pdf,76,2025-04-17 01:44:54,,4,Options & Vol
3011,"(7.b.8) g0 = c2 + Hc + lL2 + su 2 To obtain CovHDpt, Dpt-1L = g1, we examine: (7.b.9) Dpt D pt-1 = -...",Empirical market structure.pdf,77,2025-04-17 01:44:54,,6,Macro Risk
3012,"VarHmt - mt-kL = ksw 2 . But over long periods, microstructure effects become relatively less import...",Empirical market structure.pdf,78,2025-04-17 01:44:54,,6,Macro Risk
3013,"So, q is the solution to g1 q2 - g0 q + g1 = 0. From this, it's easy to see that if q* is a solution...",Empirical market structure.pdf,79,2025-04-17 01:44:54,,6,Macro Risk
3014,"Since the et are uncorrelated, bi = CovHqt,et-iL ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ se2 . So how do we co...",Empirical market structure.pdf,80,2025-04-17 01:44:54,,6,Macro Risk
3015,"So while ft is not in general equal to the efficient price, it can be interpreted as the expectation...",Empirical market structure.pdf,81,2025-04-17 01:44:54,,4,Options & Vol
3016,"(7.e.32) st = pt - mt = (pt - ftL - Hmt - ftL Now since ft is constructed from 8pt, pt-1, ...<, the ...",Empirical market structure.pdf,82,2025-04-17 01:44:54,,6,Macro Risk
3017,Now one can make economic arguments that it is unlikely that the price is extremely lagged relative ...,Empirical market structure.pdf,83,2025-04-17 01:44:54,,4,Options & Vol
3018,Chapter 8. Univariate random-walk decompositions The previous section generalized the Roll model to ...,Empirical market structure.pdf,84,2025-04-17 01:44:54,,4,Options & Vol
3019,"(8.a.2) pt = mt + st where st is a zero-mean covariance stationary process. In the basic Roll model,...",Empirical market structure.pdf,85,2025-04-17 01:44:54,,4,Options & Vol
3020,"Suppose that the series can be represented as a moving average model, xt = qHLL et where L is the la...",Empirical market structure.pdf,86,2025-04-17 01:44:54,,6,Macro Risk
3021,"This expression neglects the higher-order terms. In fact, each coefficient of z is an infinite order...",Empirical market structure.pdf,87,2025-04-17 01:44:54,,6,Macro Risk
3022,"There is only one source of randomness in the observed series, so wt and et are perfectly correlated...",Empirical market structure.pdf,88,2025-04-17 01:44:54,,6,Macro Risk
3023,"The qhHLL coefficients are determined by solving this equation. In the Roll framework, this correspo...",Empirical market structure.pdf,89,2025-04-17 01:44:54,,6,Macro Risk
3024,"(8.e.25) E@mt » …, pt+1, pt, pt-1, …D = H1 + qL pt - qH1 + qL pt-1 + q2H1 + qL pt-2 - … The coeffici...",Empirical market structure.pdf,90,2025-04-17 01:44:54,,6,Macro Risk
3025,(8.e.37) - q2 Hq + 1L2 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ q2 - 1 The established pattern suggests that...,Empirical market structure.pdf,91,2025-04-17 01:44:54,,6,Macro Risk
3026,"The two r.h.s. terms are orthogonal; ft is identified, and mt - ft = 0 for one special case HqhHLL h...",Empirical market structure.pdf,92,2025-04-17 01:44:54,,0,Crypto & DeFi
3027,8.h Problems Problem 8.1 Stale prices The beliefs of market participants at time t are given by mt =...,Empirical market structure.pdf,93,2025-04-17 01:44:54,,4,Options & Vol
3028,"Answer Chapter 8 Page 63 © 2004, Joel Hasbrouck, All rights reserved. Print date:1/8/04, 13:11:07...",Empirical market structure.pdf,94,2025-04-17 01:44:54,,6,Macro Risk
3029,Chapter 9. Estimation of time series models The material to this point has mostly dealt with the cor...,Empirical market structure.pdf,95,2025-04-17 01:44:54,,4,Options & Vol
3030,ü Direct moment estimates MA parameters may be estimated directly using generalized method of moment...,Empirical market structure.pdf,96,2025-04-17 01:44:54,,6,Macro Risk
3031,"The Wold theorem ensures that if the AR model is correctly specified, the disturbances are serially ...",Empirical market structure.pdf,97,2025-04-17 01:44:54,,6,Macro Risk
3032,"Etc. Thus, the coefficients in the MA representation are q0 = 1, q1 = f1, q2 = Hf1 2 + f2L, … The MA...",Empirical market structure.pdf,98,2025-04-17 01:44:54,,0,Crypto & DeFi
3033,"Since 8sw 2 , ss 2 êêêê< both depend on se 2 as well as the f coefficients, however, we'll need to k...",Empirical market structure.pdf,99,2025-04-17 01:44:54,,6,Macro Risk
3034,"Standard approaches to this problem advocate a formal modeling of the initial observations, essentia...",Empirical market structure.pdf,100,2025-04-17 01:44:54,,9,Crypto Market Struct
3035,"ü Using SAS On the course website, there is a SAS shell program (named 'AnalyzeTaq01.sas') for you t...",Empirical market structure.pdf,101,2025-04-17 01:44:54,,6,Macro Risk
3036,"Part II: Multivariate models of trades and prices To this point, although trade variables have been ...",Empirical market structure.pdf,102,2025-04-17 01:44:54,,4,Options & Vol
3037,Chapter 10. The trade process and inventory control The asymmetric information models address one as...,Empirical market structure.pdf,103,2025-04-17 01:44:54,,4,Options & Vol
3038,ü The Garman model The arrival intensities for buyers and sellers are lB and lS . These are function...,Empirical market structure.pdf,104,2025-04-17 01:44:54,,4,Options & Vol
3039,The dealer's inventory of stock is (10.a.3) IsHtL = IsH0L + NSHtL - NBHtL where NBHtL is the cumulat...,Empirical market structure.pdf,105,2025-04-17 01:44:54,,4,Options & Vol
3040,This statement lays out the intuition behind an important aspect of microstructure analysis called t...,Empirical market structure.pdf,106,2025-04-17 01:44:54,,4,Options & Vol
3041,"Ruins do occur, but infrequently. Furthermore, in practice ruins aren’t usually caused by trades tha...",Empirical market structure.pdf,107,2025-04-17 01:44:54,,9,Crypto Market Struct
3042,• The mean inventory is near zero. A closing inventory • There is a sharp spike in late 1989. This c...,Empirical market structure.pdf,108,2025-04-17 01:44:54,,9,Crypto Market Struct
3043,"The inventory appears to be mean-reverting, but has protracted departures from the mean. ü Is the vi...",Empirical market structure.pdf,109,2025-04-17 01:44:54,,4,Options & Vol
3044,"Chapter 11. Random walks, etc. The last section noted the connection between the trade direction ind...",Empirical market structure.pdf,110,2025-04-17 01:44:54,,4,Options & Vol
3045,"Hence, we say in this situation that “xt has a unit root.” Suppose that we factor the polynomial as:...",Empirical market structure.pdf,111,2025-04-17 01:44:54,,6,Macro Risk
3046,"11.b Invertibility Suppose we have a series like a dealer's inventory series, It, that can be presum...",Empirical market structure.pdf,112,2025-04-17 01:44:54,,4,Options & Vol
3047,Wasn't there something in Econometrics 101 that explicitly warned against these sorts of estimates? ...,Empirical market structure.pdf,113,2025-04-17 01:44:54,,4,Options & Vol
3048,(11.c.8) at at-1 at-2 Prob bt bt-1 1 1 1 1 h3 1 1 2 1 1 0 H1 - hL h2 1 0 3 1 0 1 H1 - hL h2 0 0 4 1 ...,Empirical market structure.pdf,114,2025-04-17 01:44:54,,4,Options & Vol
3049,"For example, with h = 0.8, (11.c.14) gb,0 = 0.2304, gb,1 = 0.1024 and (11.c.15) se 2 = 0.167976 q = ...",Empirical market structure.pdf,115,2025-04-17 01:44:54,,6,Macro Risk
3050,"ü Summary Assuming covariance stationarity, we're on firm econometric ground when we estimate linear...",Empirical market structure.pdf,116,2025-04-17 01:44:54,,0,Crypto & DeFi
3051,"Chapter 12. Multivariate time series In the univariate models, pt actually serves in two roles. On t...",Empirical market structure.pdf,117,2025-04-17 01:44:54,,4,Options & Vol
3052,"As with univariate processes, it's useful to be able to go back and forth between AR and MA represen...",Empirical market structure.pdf,118,2025-04-17 01:44:54,,6,Macro Risk
3053,"12.b Impulse response functions: their use and interpretation In many empirical settings, an economi...",Empirical market structure.pdf,119,2025-04-17 01:44:54,,6,Macro Risk
3054,"Alternatively, we could first project x2 t onto x1 t: x2 t = a1x1 t, where a1 = CovHx2 t, x1 tLêVarH...",Empirical market structure.pdf,120,2025-04-17 01:44:54,,6,Macro Risk
3055,Suppose we posit a factor structure for x: J x1 t x2 t N = i k jjj s1 0 r s2 è!!!!!!!!!!!!! 1 - r2 s...,Empirical market structure.pdf,121,2025-04-17 01:44:54,,6,Macro Risk
3056,The situation can also be viewed as one in which we sequentially add explanatory variables to a regr...,Empirical market structure.pdf,122,2025-04-17 01:44:54,,6,Macro Risk
3057,"while the corresponding term of the limiting @⁄ j q jD W @⁄ j q jD£ is VarHwtL, the variance of the ...",Empirical market structure.pdf,123,2025-04-17 01:44:54,,0,Crypto & DeFi
3058,Chapter 13. Prices and trades: statistical models 13.a Trade direction variables: constructing qt Mo...,Empirical market structure.pdf,124,2025-04-17 01:44:54,,4,Options & Vol
3059,OLS suffices here because the qt in this equation are both known and predetermined (with respect to ...,Empirical market structure.pdf,125,2025-04-17 01:44:54,,0,Crypto & DeFi
3060,"(13.b.7) Dpt = ut - c Hb eq,t-2 + eq,t-1L + l eq,t + c Hb eq,t-1 + eq,tL Due to the presence of et-2...",Empirical market structure.pdf,126,2025-04-17 01:44:54,,6,Macro Risk
3061,We might also want to specify the VAR in a way that explicitly models the contemporaneous causality ...,Empirical market structure.pdf,127,2025-04-17 01:44:54,,6,Macro Risk
3062,"(13.b.17) D pt = ut - c Ha ut-2 + b eq,t-2 + eq,t-1L + l eq,t + c Ha ut-1 + b eq,t-1 + eq,tL The equ...",Empirical market structure.pdf,128,2025-04-17 01:44:54,,6,Macro Risk
3063,"As in the previous case, we could estimate this model with a VAR like yt = f0 yt + f1 yt-1 + f2 yt-2...",Empirical market structure.pdf,129,2025-04-17 01:44:54,,1,Technical Analysis
3064,The structural model here actually possesses additional identifying restrictions on the VMA and VAR ...,Empirical market structure.pdf,130,2025-04-17 01:44:54,,6,Macro Risk
3065,"Let Qt denote the collection of signed-trade variables employed in a specification, for example, Qt ...",Empirical market structure.pdf,131,2025-04-17 01:44:54,,0,Crypto & DeFi
3066,"In the timing of the sequential trade models, recall that the market-maker revised the quote after a...",Empirical market structure.pdf,132,2025-04-17 01:44:54,,4,Options & Vol
3067,"2. Analyze the trade sign direction variable (mean, variance, autocorrelations). Fit a low-order ARM...",Empirical market structure.pdf,133,2025-04-17 01:44:54,,1,Technical Analysis
3068,Chapter 14. Prices and trades: structural models The preceding section suggested approaches to broad...,Empirical market structure.pdf,134,2025-04-17 01:44:54,,4,Options & Vol
3069,"The Qt are therefore unobserved (""latent"") state variables. The estimation technique involves non-li...",Empirical market structure.pdf,135,2025-04-17 01:44:54,,4,Options & Vol
3070,where qt is the quote midpoint and zt is (14.c.7) rt p = pt - pt-1 = rt q + zt - zt-1 The quote midp...,Empirical market structure.pdf,136,2025-04-17 01:44:54,,4,Options & Vol
3071,"where b > 0. For example, after a run of positive Qs (customer buying), the MM will be short, and sh...",Empirical market structure.pdf,137,2025-04-17 01:44:54,,4,Options & Vol
3072,Chapter 15. The probability of informed trading (PIN) The papers to this point have assessed private...,Empirical market structure.pdf,138,2025-04-17 01:44:54,,4,Options & Vol
3073,(15.a.1) PIN = am ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ E@B+SD = am ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ am+eB+eS This is the unconditi...,Empirical market structure.pdf,139,2025-04-17 01:44:54,,4,Options & Vol
3074,"Before examining the EHKOP model in detail, it is useful to establish a few aspects of mixture distr...",Empirical market structure.pdf,140,2025-04-17 01:44:54,,6,Macro Risk
3075,"To take a homey analogy, suppose that we're mixing paints. We're starting with a bucket of pale yell...",Empirical market structure.pdf,141,2025-04-17 01:44:54,,0,Crypto & DeFi
3076,"These results suggest that for a given value of aHm - l1L, we don't get much variation in sample mom...",Empirical market structure.pdf,142,2025-04-17 01:44:54,,6,Macro Risk
3077,essentially the product of a mixing weight and a parameter difference.This greatly enhances the prec...,Empirical market structure.pdf,143,2025-04-17 01:44:54,,0,Crypto & DeFi
3078,The density above is representative. Changes in the parameter values can dramatically distort the pi...,Empirical market structure.pdf,144,2025-04-17 01:44:54,,0,Crypto & DeFi
3079,m=8 a=0.28 e=10 PIN=0.1 m=7 a=0.32 e=10 PIN=0.1 m=10 a=0.22 e=10 PIN=0.1 m=9 a=0.25 e=10 PIN=0.1 Alt...,Empirical market structure.pdf,145,2025-04-17 01:44:54,,4,Options & Vol
3080,"high a was accompanied by low m, and vice versa. In economic terms, this might arise if information ...",Empirical market structure.pdf,146,2025-04-17 01:44:54,,4,Options & Vol
3081,Chapter 16. What do measures of information asymmetry tell us? The exposition to this point has focu...,Empirical market structure.pdf,147,2025-04-17 01:44:54,,1,Technical Analysis
3082,Chapter 17. Linked prices: cointegration and price discovery The predictions of many interesting eco...,Empirical market structure.pdf,148,2025-04-17 01:44:54,,4,Options & Vol
3083,"whether they are in fact cointegrated, and finally we need to estimate the cointegrating vector (the...",Empirical market structure.pdf,149,2025-04-17 01:44:54,,1,Technical Analysis
3084,"(17.b.5) Et i k jjj p1,t+1 p2,t+1 y { zzz - Et-1 i k jjj p1,t p2,t y { zzz = i k jjj D p1,t D p2,t y...",Empirical market structure.pdf,150,2025-04-17 01:44:54,,6,Macro Risk
3085,"p2,t to move toward p1,t would suggest g2 > 0. There is an arbitrary normalization here. We could ha...",Empirical market structure.pdf,151,2025-04-17 01:44:54,,0,Crypto & DeFi
3086,The equivalent VMA representation may be derived by constructing the impulse response functions subs...,Empirical market structure.pdf,152,2025-04-17 01:44:54,,4,Options & Vol
3087,"The rows of Q(1) will not be identical. Q(1) will be of rank n. In these sorts of estimations, sever...",Empirical market structure.pdf,153,2025-04-17 01:44:54,,0,Crypto & DeFi
3088,Part III: Limit orders The models in Parts I and II are most clearly viewed in settings where dealer...,Empirical market structure.pdf,154,2025-04-17 01:44:54,,4,Options & Vol
3089,Chapter 18. Limit orders and dealer quotes 18.a Overview A limit order is usually defined as a custo...,Empirical market structure.pdf,155,2025-04-17 01:44:54,,4,Options & Vol
3090,The second difference arises from the different objectives of customers and dealers. The dealer sets...,Empirical market structure.pdf,156,2025-04-17 01:44:54,,4,Options & Vol
3091,"The essential feature in this model can be illustrated as follows. With l = 5, fBuyHmL is: 5 10 15 2...",Empirical market structure.pdf,157,2025-04-17 01:44:54,,4,Options & Vol
3092,(18.b.5) Ep1 = E@p1-Xt-g-am » m¥qD = ‡ q ¶ Hp1-X -g-amL fBuyHmL„m = -‰- qÅÅÅÅÅl HX + g + a Hq + lL -...,Empirical market structure.pdf,158,2025-04-17 01:44:54,,4,Options & Vol
3093,Here are the book schedule and value revision function: 10 20 30 40 1 2 3 4 5 2 4 6 8 10 12 14 0.5 1...,Empirical market structure.pdf,159,2025-04-17 01:44:54,,4,Options & Vol
3094,5 10 15 20 25 30 1 2 3 4 5 The apparent difference is that the quantities get reduced. Does the book...,Empirical market structure.pdf,160,2025-04-17 01:44:54,,6,Macro Risk
3095,"5 10 15 20 25 1 2 3 4 5 Now suppose that the first order was m = 8, leading to revised parameters: (...",Empirical market structure.pdf,161,2025-04-17 01:44:54,,4,Options & Vol
3096,18.c Empirical evidence Sandas examines a sample of data from the Swedish Stock Exchange (and electr...,Empirical market structure.pdf,162,2025-04-17 01:44:54,,4,Options & Vol
3097,Can this difference in slopes arise reflect the inability of liquidity suppliers to condition on the...,Empirical market structure.pdf,163,2025-04-17 01:44:54,,4,Options & Vol
3098,These graphs suggest that the book price schedule is too steep relative to the dynamic price impact....,Empirical market structure.pdf,164,2025-04-17 01:44:54,,4,Options & Vol
3099,"2 4 6 8 10 12 14 0.5 1 1.5 2 2.5 A • Suppose that (with the price impact parameter a = 0.1), the inc...",Empirical market structure.pdf,165,2025-04-17 01:44:54,,4,Options & Vol
3100,Chapter 19. Bidding and offering with uncertain execution To explore what happens with execution unc...,Empirical market structure.pdf,166,2025-04-17 01:44:54,,4,Options & Vol
3101,"(19.b.3) EUBase = -‰ 1ÅÅÅÅÅ2 n2 a2 sX2 -n a HmX -PL To find the optimal n, differentiate w.r.t. n, s...",Empirical market structure.pdf,167,2025-04-17 01:44:54,,4,Options & Vol
3102,"(19.b.10) EUBuy,Opt = -‰ 1ÅÅÅÅÅ2 q2 sX2 a2+HB-PL q a- HP-mX L2 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ 2 sX2...",Empirical market structure.pdf,168,2025-04-17 01:44:54,,4,Options & Vol
3103,"(19.c.16) EUBase,Opt = -‰ P22 w12+m22 w12+2 r HP1-m1L m2 w2 w1-2 P2 Hm2 w1+r HP1-m1L w2L w1+HP1-m1L2...",Empirical market structure.pdf,169,2025-04-17 01:44:54,,4,Options & Vol
3104,The bid for the package will be BTotal = B1 + B2: (19.c.22) BTotal = P1 + P2 - 1ÅÅÅÅÅ2 a Hw1 2 + 2 r...,Empirical market structure.pdf,170,2025-04-17 01:44:54,,0,Crypto & DeFi
3105,Chapter 20. Limit order submission strategies The last chapter considered execution uncertainty for ...,Empirical market structure.pdf,171,2025-04-17 01:44:54,,4,Options & Vol
3106,(20.a.6) W = -A + HX - 1L HmX - 1L ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ a sX 2 + 1 Th...,Empirical market structure.pdf,172,2025-04-17 01:44:54,,4,Options & Vol
3107,(20.a.14) EULimitHit = -‰ HL-1L a- HmX -1L2 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ 2 sX2 Now as long as the ...,Empirical market structure.pdf,173,2025-04-17 01:44:54,,4,Options & Vol
3108,(20.a.17) EULimit = 1ÅÅÅÅÅ2 ‰ - HmX -1L2 ÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅÅ 2 sX2 i k jjjjJ‰HL-1L a - ‰ ...,Empirical market structure.pdf,174,2025-04-17 01:44:54,,4,Options & Vol
3109,The ask price at which the agent is indifferent between this limit order and a market order is: (20....,Empirical market structure.pdf,175,2025-04-17 01:44:54,,4,Options & Vol
3110,"The optimal strategies exhibit many characteristics of realistic behavior. For example, an uninforme...",Empirical market structure.pdf,176,2025-04-17 01:44:54,,4,Options & Vol
3111,"Chapter 21. Dynamic equilibrium models Some aspects of limit order book markets, notably social welf...",Empirical market structure.pdf,177,2025-04-17 01:44:54,,4,Options & Vol
3112,"Alternatively, he can place both a limit buy and a limit sell order. If the book is empty, this latt...",Empirical market structure.pdf,178,2025-04-17 01:44:54,,4,Options & Vol
3113,ü Parlour (1998) Model structure Timing. Consumption can occur on day 1 or day 2. Trade can only tak...,Empirical market structure.pdf,179,2025-04-17 01:44:54,,4,Options & Vol
3114,"Part IV: Microstructure and asset pricing Chapter 21 Page 149 © 2004, Joel Hasbrouck, All rights res...",Empirical market structure.pdf,180,2025-04-17 01:44:54,,4,Options & Vol
3115,Chapter 22. Trading and asset pricing with fixed transaction costs This chapter explores the links b...,Empirical market structure.pdf,181,2025-04-17 01:44:54,,4,Options & Vol
3116,ü Amihud and Mendelson (1986): The model Amihud and Mendelson model an economy in which investors ar...,Empirical market structure.pdf,182,2025-04-17 01:44:54,,4,Options & Vol
3117,requirements. X * MµHN+1L are the equilibrium allocations; V * are the equilibrium ask prices. The s...,Empirical market structure.pdf,183,2025-04-17 01:44:54,,0,Crypto & DeFi
3118,"ü Constantinides (1986) ""The ... primary result ... is that transaction costs have only a second-ord...",Empirical market structure.pdf,184,2025-04-17 01:44:54,,4,Options & Vol
3119,"$50, k = 0.075ê50 = 0.0015. For a thinly traded security, however, the spread might be as large as $...",Empirical market structure.pdf,185,2025-04-17 01:44:54,,4,Options & Vol
3120,"ü Heaton and Lucas (1996) The Heaton-Lucas model incorporates labor income, incomplete markets, and ...",Empirical market structure.pdf,186,2025-04-17 01:44:54,,4,Options & Vol
3121,"Thus, an average trading cost of 5% corresponds to W º 2. HL's Figure 1 depicts equilibrium expected...",Empirical market structure.pdf,187,2025-04-17 01:44:54,,4,Options & Vol
3122,"Can costs explain the equity premium? ""If marginal stock market transactions costs of 6% are taken a...",Empirical market structure.pdf,188,2025-04-17 01:44:54,,4,Options & Vol
3123,22.b Empirical Analyses ü Amihud and Mendelson (1986) Elements of the analysis: • CRSP monthly retur...,Empirical market structure.pdf,189,2025-04-17 01:44:54,,0,Crypto & DeFi
3124,0.5 1 1.5 2 2.5 3 3.5 4 Bid-ask spread H%L 0.2 0.4 0.6 0.8 1 1.2 ylhtn o M ss e c x e s n r uter H%L...,Empirical market structure.pdf,190,2025-04-17 01:44:54,,4,Options & Vol
3125,(22.b.14) qt = aq + ‚ i=1 5 bi D pt-i + ‚ j=1 5 g j qt- j + tt Dpt = ap + yDDt + ltt + vt These mode...,Empirical market structure.pdf,191,2025-04-17 01:44:54,,4,Options & Vol
3126,"22.c Alternative measures of ""liquidity"" Empirical asset pricing studies generally require data samp...",Empirical market structure.pdf,192,2025-04-17 01:44:54,,0,Crypto & DeFi
3127,ü Reversal measures Pastor and Stambaugh (2003) propose as an inverse measure of liquidity g in the ...,Empirical market structure.pdf,193,2025-04-17 01:44:54,,4,Options & Vol
3128,"Superficially, this resembles a microstructure specification. By way of comparison, consider the gen...",Empirical market structure.pdf,194,2025-04-17 01:44:54,,4,Options & Vol
3129,Note the large variation relative to the mean. 22.d Stochastic liquidity Most of the development to ...,Empirical market structure.pdf,195,2025-04-17 01:44:54,,4,Options & Vol
3130,Appendix: US equity markets: overview and recent history...,Empirical market structure.pdf,196,2025-04-17 01:44:54,,7,Market Liquidity
3131,Appendix Page 166 US Equity Markets: Overview and Recent History Joel Hasbrouck Kenneth G. Langone P...,Empirical market structure.pdf,197,2025-04-17 01:44:54,,1,Technical Analysis
3132,Appendix Page 167 1 Introduction This is an overview of the current status and recent history of tra...,Empirical market structure.pdf,198,2025-04-17 01:44:54,,1,Technical Analysis
3133,"Appendix Page 168 In many settings, when a single entity acts as agent for customer orders (broker) ...",Empirical market structure.pdf,199,2025-04-17 01:44:54,,7,Market Liquidity
3134,Appendix Page 169 • The SEC and state authorities primarily regulate corporate stock and bond market...,Empirical market structure.pdf,200,2025-04-17 01:44:54,,7,Market Liquidity
3135,"Appendix Page 170 Traders may act as brokers, i..e., as agent for the orders of off-floor customers....",Empirical market structure.pdf,201,2025-04-17 01:44:54,,1,Technical Analysis
3136,"Appendix Page 171 4 The New York Stock Exchange Historically, the NYSE has been the dominant US equi...",Empirical market structure.pdf,202,2025-04-17 01:44:54,,1,Technical Analysis
3137,"Appendix Page 172 Beyond that, there is no time priority. In a crowd, it’s possible to keep track of...",Empirical market structure.pdf,203,2025-04-17 01:44:54,,4,Options & Vol
3138,Appendix Page 173 The specialist must bid and offer (make a market) when nobody else is willing to d...,Flow toxicity in a high frequency world.pdf,1,2025-04-17 01:44:54,,4,Options & Vol
3139,Appendix Page 174 4.5 Executions 4.5.1 Small orders Order execution (particularly for small orders) ...,Flow toxicity in a high frequency world.pdf,2,2025-04-17 01:44:54,,4,Options & Vol
3140,Appendix Page 175 4.6 Opening and closing procedures The opening procedure is effectively a single-p...,Flow toxicity in a high frequency world.pdf,3,2025-04-17 01:44:54,,4,Options & Vol
3141,Appendix Page 176 “Manning II” said that a dealer couldn’t trade ahead of customer limit orders that...,Flow toxicity in a high frequency world.pdf,4,2025-04-17 01:44:54,,4,Options & Vol
3142,Appendix Page 177 Nadaq authorized an external review of the matter (the Rudman Commission); the SEC...,Flow toxicity in a high frequency world.pdf,5,2025-04-17 01:44:54,,7,Market Liquidity
3143,Appendix Page 178 that this is a viable long-term arrangement. Market regulation is bedeviled with e...,Flow toxicity in a high frequency world.pdf,6,2025-04-17 01:44:54,,7,Market Liquidity
3144,Appendix Page 179 5.4 SuperMontage Nasdaq is largely defined by its information systems. The first s...,Flow toxicity in a high frequency world.pdf,7,2025-04-17 01:44:54,,7,Market Liquidity
3145,Appendix Page 180 The most successful of these was the Island ECN. Its volume grew until it met (and...,Flow toxicity in a high frequency world.pdf,8,2025-04-17 01:44:54,,7,Market Liquidity
